revid,timestamp,label,description,alias,action,language,property
92190742,2013-12-08T21:22:46Z,,,be-tarask,add,be-tarask,P856
92525915,2013-12-10T12:11:48Z,,,en,add,en,P856
92544037,2013-12-10T13:01:50Z,sv,,,update,sv,P856
93852695,2013-12-16T11:51:11Z,en,,,update,en,P856
93852865,2013-12-16T11:52:14Z,,en,,update,en,P856
93853567,2013-12-16T11:56:16Z,,,en,update,en,P856
95642804,2013-12-22T08:32:46Z,,,en,remove,en,P856
95696096,2013-12-22T14:41:40Z,yue,,,add,yue,P856
95737480,2013-12-22T19:34:49Z,,cs,,add,cs,P856
95838327,2013-12-23T06:42:27Z,zh-hk,,,add,zh-hk,P856
95838376,2013-12-23T06:42:47Z,,zh-hk,,add,zh-hk,P856
97745600,2014-01-02T06:56:39Z,,,en,add,en,P856
97745629,2014-01-02T06:56:46Z,,,en,add,en,P856
98473971,2014-01-05T00:44:11Z,,,en,add,en,P856
100103343,2014-01-11T11:19:40Z,en,,,update,en,P856
100103955,2014-01-11T11:21:09Z,,en,,update,en,P856
100107270,2014-01-11T11:33:08Z,,en,,update,en,P856
100107330,2014-01-11T11:33:24Z,,en,,update,en,P856
100148045,2014-01-11T13:06:25Z,en,,,update,en,P856
100148526,2014-01-11T13:07:21Z,,en,,update,en,P856
101248833,2014-01-13T07:36:53Z,th,,,add,th,P856
101439132,2014-01-13T17:21:37Z,,en-gb,,add,en-gb,P856
103056192,2014-01-18T07:07:09Z,zh-cn,,,add,zh-cn,P856
103056199,2014-01-18T07:07:12Z,,zh-cn,,add,zh-cn,P856
103056217,2014-01-18T07:07:19Z,zh-hk,,,add,zh-hk,P856
103313409,2014-01-19T08:25:00Z,,,ko,add,ko,P856
105802796,2014-01-28T07:51:48Z,sl,,,add,sl,P856
105802825,2014-01-28T07:51:54Z,sl,,,update,sl,P856
106147619,2014-01-29T09:47:53Z,fa,,,update,fa,P856
106348488,2014-01-29T23:51:46Z,,fr,,update,fr,P856
108024533,2014-02-06T13:47:54Z,or,,,add,or,P856
108254795,2014-02-08T08:07:18Z,ka,,,add,ka,P856
109039701,2014-02-12T20:32:48Z,,fr,,update,fr,P856
109873244,2014-02-16T15:39:53Z,,hu,,add,hu,P856
111057844,2014-02-21T15:36:14Z,hi,,,add,hi,P856
111564505,2014-02-23T03:37:43Z,,,ru,add,ru,P856
112892702,2014-03-01T00:25:41Z,,gl,,add,gl,P856
114523099,2014-03-07T09:27:49Z,io,,,add,io,P856
116307379,2014-03-15T06:24:40Z,,zh-hans,,add,zh-hans,P856
117369107,2014-03-21T18:50:22Z,,,en,add,en,P856
117369148,2014-03-21T18:50:36Z,,,en,update,en,P856
117456224,2014-03-22T07:42:41Z,,th,,add,th,P856
117581107,2014-03-22T21:50:55Z,,pl,,add,pl,P856
117660829,2014-03-23T11:59:35Z,,,nl,add,nl,P856
117660843,2014-03-23T11:59:40Z,,,nl,add,nl,P856
117916909,2014-03-25T19:20:33Z,,,fr,add,fr,P856
119549303,2014-04-08T07:50:04Z,,,el,add,el,P856
119995932,2014-04-10T11:45:01Z,en,,,update,en,P856
119996132,2014-04-10T11:46:08Z,,en,,update,en,P856
119996247,2014-04-10T11:46:45Z,,,en,add,en,P856
119996423,2014-04-10T11:47:33Z,bn,,,update,bn,P856
119996681,2014-04-10T11:48:56Z,,bn,,add,bn,P856
119996780,2014-04-10T11:49:41Z,my,,,add,my,P856
119997044,2014-04-10T11:51:15Z,,my,,add,my,P856
119999260,2014-04-10T12:02:40Z,bn,,,update,bn,P856
119999350,2014-04-10T12:03:08Z,,bn,,add,bn,P856
119999615,2014-04-10T12:04:46Z,,,bn,add,bn,P856
119999710,2014-04-10T12:05:27Z,en,,,update,en,P856
119999809,2014-04-10T12:06:06Z,,en,,update,en,P856
119999993,2014-04-10T12:07:11Z,my,,,add,my,P856
120000063,2014-04-10T12:07:50Z,,my,,add,my,P856
120247094,2014-04-11T18:24:32Z,,th,,add,th,P856
120247183,2014-04-11T18:25:16Z,,th,,update,th,P856
122184499,2014-04-23T09:34:15Z,hr,,,add,hr,P856
122184680,2014-04-23T09:35:50Z,hr,,,update,hr,P856
126677604,2014-05-07T20:37:31Z,,,es,add,es,P856
130129036,2014-05-17T06:57:12Z,,cs,,update,cs,P856
131940380,2014-05-21T14:57:35Z,ar,,,add,ar,P856
136784240,2014-06-05T08:38:55Z,,,hu,add,hu,P856
136840489,2014-06-05T14:06:25Z,,,en,remove,en,P856
136929454,2014-06-06T12:46:46Z,it,,,update,it,P856
136929460,2014-06-06T12:46:56Z,,,it,update,it,P856
138097386,2014-06-16T04:27:14Z,,vi,,add,vi,P856
139808049,2014-06-22T23:18:42Z,,,de,add,de,P856
141451626,2014-06-29T14:18:53Z,br,,,add,br,P856
143735539,2014-07-11T10:02:54Z,he,,,update,he,P856
143735577,2014-07-11T10:03:03Z,,he,,update,he,P856
144590507,2014-07-14T11:36:39Z,,,de,add,de,P856
144892306,2014-07-15T18:15:59Z,,,nl,add,nl,P856
144892446,2014-07-15T18:16:47Z,,nl,,add,nl,P856
144892481,2014-07-15T18:16:55Z,,,nl,add,nl,P856
145379440,2014-07-17T16:53:43Z,ar,,,add,ar,P856
146366715,2014-07-21T12:58:48Z,,,sk,add,sk,P856
146844023,2014-07-22T15:56:41Z,yi,,,add,yi,P856
146844290,2014-07-22T15:57:43Z,,yi,,add,yi,P856
146844460,2014-07-22T15:58:24Z,,yi,,update,yi,P856
147714597,2014-07-27T07:40:57Z,,,he,add,he,P856
148755838,2014-08-01T08:25:14Z,de-at,,,add,de-at,P856
148755848,2014-08-01T08:25:18Z,,de-at,,add,de-at,P856
148807382,2014-08-01T11:54:19Z,,fr,,update,fr,P856
152360014,2014-08-22T09:53:50Z,,,zh,add,zh,P856
153544980,2014-08-26T16:37:47Z,,,zh-hk,add,zh-hk,P856
153719966,2014-08-28T00:29:53Z,,zh-hant,,add,zh-hant,P856
156222847,2014-09-07T18:37:13Z,eu,,,add,eu,P856
156222887,2014-09-07T18:37:28Z,,eu,,add,eu,P856
158765989,2014-09-20T14:56:22Z,scn,,,add,scn,P856
158766109,2014-09-20T14:57:03Z,,scn,,add,scn,P856
159688619,2014-09-25T16:51:24Z,,,hu,add,hu,P856
159710176,2014-09-25T20:35:55Z,mk,,,update,mk,P856
160250274,2014-09-28T10:11:55Z,,ro,,add,ro,P856
162178196,2014-10-05T18:21:26Z,fy,,,add,fy,P856
162178203,2014-10-05T18:21:28Z,,,fy,add,fy,P856
162178212,2014-10-05T18:21:31Z,,,nl,update,nl,P856
162498877,2014-10-07T12:56:04Z,,,en,add,en,P856
168091945,2014-10-25T00:35:01Z,,,de,add,de,P856
173115077,2014-11-11T16:06:03Z,tt,,,add,tt,P856
173985541,2014-11-14T15:11:34Z,,,sl,add,sl,P856
174763905,2014-11-17T07:44:00Z,,,sv,add,sv,P856
174763987,2014-11-17T07:44:19Z,,sv,,add,sv,P856
174904920,2014-11-17T20:57:40Z,,,en,add,en,P856
177635703,2014-11-28T19:34:27Z,eu,,,update,eu,P856
178146600,2014-11-30T15:37:28Z,,tt,,add,tt,P856
178146651,2014-11-30T15:37:43Z,,,tt,add,tt,P856
183985525,2014-12-27T04:50:30Z,,,en,remove,en,P856
183985561,2014-12-27T04:50:49Z,,,en,remove,en,P856
183985590,2014-12-27T04:51:07Z,,,en,remove,en,P856
183985616,2014-12-27T04:51:19Z,,,es,remove,es,P856
183985715,2014-12-27T04:52:13Z,es,,,remove,es,P856
183985721,2014-12-27T04:52:14Z,,es,,remove,es,P856
183985725,2014-12-27T04:52:16Z,,,es,add,es,P856
183985856,2014-12-27T04:53:30Z,,,en,add,en,P856
183985901,2014-12-27T04:53:54Z,,,en,update,en,P856
183985952,2014-12-27T04:54:19Z,,,en,remove,en,P856
183985989,2014-12-27T04:54:37Z,en,,,remove,en,P856
183986014,2014-12-27T04:54:51Z,,en,,update,en,P856
183986171,2014-12-27T04:56:10Z,,,es,remove,es,P856
183986174,2014-12-27T04:56:14Z,zh-hant,,,remove,zh-hant,P856
183986178,2014-12-27T04:56:16Z,,zh-hant,,remove,zh-hant,P856
183986182,2014-12-27T04:56:17Z,fr,,,remove,fr,P856
183986186,2014-12-27T04:56:18Z,,fr,,remove,fr,P856
183986190,2014-12-27T04:56:19Z,,,fr,remove,fr,P856
183986260,2014-12-27T04:56:54Z,,en,,remove,en,P856
184402517,2014-12-28T21:38:50Z,ro,,,add,ro,P856
187942718,2015-01-14T03:34:30Z,,en,,update,en,P856
189163162,2015-01-19T23:38:36Z,,,sl,add,sl,P856
189213911,2015-01-20T10:06:39Z,,ro,,add,ro,P856
192159641,2015-01-30T02:51:26Z,en-ca,,,add,en-ca,P856
192159646,2015-01-30T02:51:29Z,,en-ca,,add,en-ca,P856
192159698,2015-01-30T02:52:03Z,,,en-ca,add,en-ca,P856
193632180,2015-02-04T22:24:07Z,fy,,,update,fy,P856
193632186,2015-02-04T22:24:09Z,,,fy,update,fy,P856
194487811,2015-02-08T01:38:05Z,,,vi,add,vi,P856
194487870,2015-02-08T01:38:25Z,,,vi,update,vi,P856
195131478,2015-02-10T00:12:31Z,,,eo,add,eo,P856
195235961,2015-02-10T08:22:29Z,,en,,update,en,P856
196166288,2015-02-13T13:27:33Z,,,en,remove,en,P856
196166930,2015-02-13T13:31:14Z,,,en,remove,en,P856
197541546,2015-02-18T14:05:45Z,la,,,add,la,P856
202048225,2015-03-07T19:40:48Z,ce,,,add,ce,P856
202634066,2015-03-09T06:30:44Z,,en,,update,en,P856
207284426,2015-03-28T00:57:35Z,,hr,,add,hr,P856
207284437,2015-03-28T00:57:37Z,,,hr,add,hr,P856
207459457,2015-03-28T14:14:50Z,,,de,update,de,P856
209568020,2015-04-08T15:50:58Z,ne,,,add,ne,P856
210917360,2015-04-15T12:27:19Z,,,sv,update,sv,P856
210917906,2015-04-15T12:30:56Z,,,sv,add,sv,P856
210967504,2015-04-15T20:24:47Z,en,,,update,en,P856
210981071,2015-04-15T21:53:43Z,,,de,add,de,P856
214955599,2015-05-09T11:41:09Z,en,en,en,uptdate,en,P856
216369769,2015-05-18T06:14:41Z,,,en,add,en,P856
216506850,2015-05-18T21:55:25Z,cy,,,add,cy,P856
220561514,2015-05-29T18:54:50Z,ce,,,update,ce,P856
221152503,2015-06-04T16:31:33Z,scn,,,update,scn,P856
221152507,2015-06-04T16:31:35Z,,scn,,update,scn,P856
221152511,2015-06-04T16:31:36Z,,,scn,add,scn,P856
222026165,2015-06-12T03:58:04Z,,,ja,add,ja,P856
224622954,2015-06-28T07:57:32Z,,uk,,add,uk,P856
224622959,2015-06-28T07:57:33Z,,,uk,add,uk,P856
227356315,2015-07-08T00:16:04Z,,,nl,update,nl,P856
227370242,2015-07-08T01:09:16Z,,,nl,update,nl,P856
227373756,2015-07-08T01:22:52Z,,,en,update,en,P856
227373797,2015-07-08T01:23:03Z,,,en,update,en,P856
227437637,2015-07-08T05:56:10Z,,,cs,update,cs,P856
227466407,2015-07-08T07:56:38Z,,,da,add,da,P856
227466445,2015-07-08T07:56:48Z,,,da,add,da,P856
231044009,2015-07-15T08:03:25Z,sq,,,add,sq,P856
231044010,2015-07-15T08:03:26Z,,,sq,add,sq,P856
235447494,2015-07-20T23:41:03Z,,eo,,add,eo,P856
235867600,2015-07-21T06:03:03Z,,,cs,add,cs,P856
236285265,2015-07-22T15:31:27Z,bg,,,add,bg,P856
236285538,2015-07-22T15:33:23Z,bg,,,update,bg,P856
236499442,2015-07-23T10:08:27Z,,,nl,add,nl,P856
238218410,2015-07-31T15:54:33Z,,,nb,add,nb,P856
239293583,2015-08-08T10:06:23Z,,,cs,add,cs,P856
239293709,2015-08-08T10:08:27Z,,,en,remove,en,P856
239736381,2015-08-10T10:28:52Z,hy,,,add,hy,P856
239736384,2015-08-10T10:28:54Z,,,hy,add,hy,P856
242517077,2015-08-16T21:41:37Z,,,en,update,en,P856
244328352,2015-08-20T15:02:38Z,,en-gb,,add,en-gb,P856
247947828,2015-09-05T05:49:52Z,ilo,,,add,ilo,P856
247947834,2015-09-05T05:49:54Z,,ilo,,add,ilo,P856
251385572,2015-09-11T21:39:51Z,lt,,,add,lt,P856
251385576,2015-09-11T21:39:52Z,,,lt,add,lt,P856
251463032,2015-09-12T07:53:03Z,az,,,add,az,P856
252796425,2015-09-19T14:50:35Z,,,da,add,da,P856
256939408,2015-10-11T01:59:50Z,ast,,,add,ast,P856
256939409,2015-10-11T01:59:51Z,,ast,,add,ast,P856
256939411,2015-10-11T01:59:52Z,,,ast,add,ast,P856
264052904,2015-10-28T13:41:17Z,el,,,update,el,P856
264052917,2015-10-28T13:41:18Z,,el,,update,el,P856
264052927,2015-10-28T13:41:19Z,,,el,add,el,P856
271338426,2015-11-14T02:09:17Z,,ko,,update,ko,P856
271339260,2015-11-14T02:12:57Z,,ko,,update,ko,P856
271339263,2015-11-14T02:12:58Z,,,ko,add,ko,P856
271339548,2015-11-14T02:14:18Z,,,ko,update,ko,P856
271339554,2015-11-14T02:14:19Z,,,ja,update,ja,P856
271342041,2015-11-14T02:25:09Z,,,ko,add,ko,P856
275069627,2015-11-19T10:02:44Z,en,,,update,en,P856
277333749,2015-11-29T14:52:38Z,,,ko,add,ko,P856
277333867,2015-11-29T14:53:14Z,,,ja,update,ja,P856
283074310,2015-12-13T07:27:25Z,en,en,en,uptdate,en,P856
283074811,2015-12-13T07:30:35Z,en,,,update,en,P856
285395856,2015-12-23T20:22:02Z,mk,,,update,mk,P856
285395863,2015-12-23T20:22:04Z,,,mk,add,mk,P856
287528195,2015-12-31T16:34:34Z,en,en,en,uptdate,en,P856
290398105,2016-01-10T07:05:00Z,nn,,,add,nn,P856
290398108,2016-01-10T07:05:02Z,,nn,,add,nn,P856
291902757,2016-01-14T10:26:06Z,ps,,,add,ps,P856
296081346,2016-01-26T08:11:25Z,en,,,update,en,P856
296471549,2016-01-27T09:11:43Z,lv,,,update,lv,P856
296471557,2016-01-27T09:11:43Z,,,lv,add,lv,P856
298183105,2016-01-31T08:25:30Z,frr,,,add,frr,P856
298185299,2016-01-31T08:32:11Z,frr,,,update,frr,P856
301131421,2016-02-06T01:36:23Z,en,en,en,uptdate,en,P856
301235129,2016-02-06T10:03:01Z,lb,,,add,lb,P856
301460966,2016-02-07T08:48:40Z,de,,,update,de,P856
302964913,2016-02-11T17:41:41Z,mt,,,add,mt,P856
304481620,2016-02-16T20:34:06Z,,,eu,add,eu,P856
306406909,2016-02-22T22:11:30Z,mg,,,add,mg,P856
311068512,2016-03-08T15:24:08Z,,,hu,add,hu,P856
312286117,2016-03-13T06:02:19Z,,uk,,update,uk,P856
312286118,2016-03-13T06:02:22Z,,,uk,add,uk,P856
312286121,2016-03-13T06:02:43Z,,,uk,add,uk,P856
313676564,2016-03-19T09:22:55Z,,,en,add,en,P856
313847515,2016-03-19T19:51:19Z,en,,,update,en,P856
317551306,2016-03-31T18:04:34Z,,,en,add,en,P856
318853212,2016-04-05T10:04:56Z,es,,,update,es,P856
322358284,2016-04-17T12:31:50Z,,,en,add,en,P856
323124702,2016-04-19T14:53:12Z,,,ht,add,ht,P856
326789264,2016-04-29T10:07:44Z,kn,,,add,kn,P856
326789273,2016-04-29T10:07:45Z,,kn,,add,kn,P856
326789275,2016-04-29T10:07:47Z,,,kn,add,kn,P856
327314786,2016-04-30T01:01:17Z,en,,,update,en,P856
327323780,2016-04-30T01:12:07Z,en,,,update,en,P856
327323788,2016-04-30T01:12:08Z,,en,,update,en,P856
327324188,2016-04-30T01:12:37Z,,ru,,remove,ru,P856
327324202,2016-04-30T01:12:38Z,,zh-hant,,remove,zh-hant,P856
327324214,2016-04-30T01:12:39Z,,it,,remove,it,P856
332893483,2016-05-06T21:57:15Z,,,nl,update,nl,P856
333309779,2016-05-07T16:18:30Z,,hu,,update,hu,P856
334732514,2016-05-10T09:56:18Z,ta,,,update,ta,P856
334737844,2016-05-10T10:34:48Z,,,ta,add,ta,P856
337185301,2016-05-16T04:12:27Z,en,en,en,uptdate,en,P856
337185404,2016-05-16T04:13:29Z,,,en,update,en,P856
338324321,2016-05-19T03:58:04Z,id,,,update,id,P856
338324323,2016-05-19T03:58:05Z,,id,,add,id,P856
338324325,2016-05-19T03:58:06Z,,,id,add,id,P856
338894502,2016-05-20T22:44:49Z,fo,,,add,fo,P856
338894506,2016-05-20T22:44:50Z,,,fo,add,fo,P856
339014699,2016-05-21T07:39:53Z,,,ko,add,ko,P856
346736403,2016-06-13T16:56:50Z,gu,,,update,gu,P856
346736568,2016-06-13T16:57:53Z,,gu,,update,gu,P856
346736620,2016-06-13T16:58:09Z,,gu,,update,gu,P856
350015671,2016-06-23T06:49:13Z,ga,,,add,ga,P856
352110691,2016-06-29T15:33:10Z,hsb,,,add,hsb,P856
352110697,2016-06-29T15:33:11Z,,hsb,,add,hsb,P856
356617265,2016-07-11T18:41:06Z,pt-br,,,update,pt-br,P856
356617270,2016-07-11T18:41:07Z,,pt-br,,add,pt-br,P856
356617272,2016-07-11T18:41:08Z,,,pt-br,add,pt-br,P856
356617275,2016-07-11T18:41:09Z,pt,,,update,pt,P856
356617279,2016-07-11T18:41:10Z,,pt,,update,pt,P856
356617281,2016-07-11T18:41:11Z,,,pt,add,pt,P856
357640134,2016-07-15T21:13:18Z,nn,,,update,nn,P856
357866363,2016-07-17T07:15:07Z,en,en,en,uptdate,en,P856
359062987,2016-07-23T09:55:09Z,,ko,,update,ko,P856
361154493,2016-08-01T20:23:02Z,en,,,update,en,P856
362984369,2016-08-10T10:28:36Z,ml,,,add,ml,P856
363870182,2016-08-13T10:00:14Z,tr,,,add,tr,P856
368816104,2016-08-23T12:35:41Z,ku-latn,,,add,ku-latn,P856
369090468,2016-08-24T21:50:21Z,,en,,update,en,P856
369090751,2016-08-24T21:52:26Z,,en,,update,en,P856
369921025,2016-08-26T17:52:00Z,tg,,,add,tg,P856
369921109,2016-08-26T17:52:16Z,,tg,,add,tg,P856
376124654,2016-09-13T09:45:59Z,,en,,update,en,P856
376124933,2016-09-13T09:53:44Z,,en,,update,en,P856
377138839,2016-09-18T06:19:08Z,,en,,update,en,P856
377139131,2016-09-18T06:22:11Z,en,en,en,uptdate,en,P856
377139294,2016-09-18T06:23:56Z,,en,,update,en,P856
377612255,2016-09-20T02:49:51Z,,,en,update,en,P856
384406178,2016-10-06T18:33:44Z,,en,,update,en,P856
384406182,2016-10-06T18:33:45Z,,it,,update,it,P856
384406239,2016-10-06T18:34:06Z,,fr,,update,fr,P856
384988850,2016-10-08T14:20:42Z,,,mk,add,mk,P856
384988947,2016-10-08T14:21:01Z,,,mk,add,mk,P856
386076111,2016-10-10T12:05:42Z,en,,,update,en,P856
386076116,2016-10-10T12:05:43Z,,en,,update,en,P856
386076276,2016-10-10T12:06:05Z,,,en,update,en,P856
386324076,2016-10-10T21:54:11Z,,cs,,update,cs,P856
387256458,2016-10-12T09:39:06Z,,,ar,add,ar,P856
387256509,2016-10-12T09:39:14Z,,,ar,update,ar,P856
388087333,2016-10-13T18:33:08Z,en,,,remove,en,P856
388087340,2016-10-13T18:33:08Z,,en,,remove,en,P856
390895941,2016-10-19T03:44:00Z,,en,,update,en,P856
397292283,2016-10-28T09:20:19Z,en,,,update,en,P856
397292287,2016-10-28T09:20:19Z,fr,,,update,fr,P856
397292289,2016-10-28T09:20:20Z,it,,,update,it,P856
397292292,2016-10-28T09:20:20Z,oc,,,update,oc,P856
399368808,2016-11-01T11:54:38Z,zh-mo,,,add,zh-mo,P856
399368815,2016-11-01T11:54:39Z,zh-my,,,add,zh-my,P856
399368822,2016-11-01T11:54:40Z,zh-sg,,,add,zh-sg,P856
399470579,2016-11-01T15:20:54Z,io,,,update,io,P856
400327933,2016-11-03T08:46:56Z,en,en,en,uptdate,en,P856
406420279,2016-11-12T22:53:33Z,de,,,update,de,P856
406793438,2016-11-13T16:24:16Z,,,pl,add,pl,P856
406793523,2016-11-13T16:24:29Z,,,pl,update,pl,P856
407373424,2016-11-14T18:30:15Z,tr,,,update,tr,P856
407373434,2016-11-14T18:30:16Z,,tr,,add,tr,P856
407373444,2016-11-14T18:30:17Z,,,tr,add,tr,P856
407508956,2016-11-14T23:22:34Z,,,ja,add,ja,P856
409550511,2016-11-20T05:50:41Z,ba,,,add,ba,P856
409550514,2016-11-20T05:50:42Z,,,ba,add,ba,P856
410339522,2016-11-22T14:56:07Z,en,,,update,en,P856
410900740,2016-11-24T14:21:12Z,,lv,,add,lv,P856
412869381,2016-12-01T10:17:06Z,,,fi,add,fi,P856
412869426,2016-12-01T10:17:35Z,,,fi,add,fi,P856
413100212,2016-12-02T09:04:06Z,en,en,en,uptdate,en,P856
414024270,2016-12-05T06:19:05Z,en,en,en,uptdate,en,P856
414024379,2016-12-05T06:20:05Z,,en,,update,en,P856
420547720,2016-12-25T18:34:40Z,da,,,update,da,P856
420547730,2016-12-25T18:34:41Z,,da,,update,da,P856
427330180,2017-01-12T00:29:53Z,ms,,,add,ms,P856
427330190,2017-01-12T00:29:53Z,,ms,,add,ms,P856
427330198,2017-01-12T00:29:54Z,,,ms,add,ms,P856
430357605,2017-01-15T19:48:17Z,en,en,en,uptdate,en,P856
435091678,2017-01-23T10:34:54Z,oc,,,update,oc,P856
438880586,2017-01-29T20:04:55Z,an,,,add,an,P856
447724759,2017-02-13T13:19:51Z,,,bn,add,bn,P856
453525068,2017-02-21T05:38:41Z,en,,,update,en,P856
458531396,2017-03-01T04:18:19Z,en,,,update,en,P856
464533521,2017-03-10T13:53:39Z,,,da,add,da,P856
465059747,2017-03-11T19:46:14Z,,,uk,add,uk,P856
467888688,2017-03-18T22:00:20Z,en,en,en,uptdate,en,P856
471570578,2017-04-01T06:33:52Z,en,,,update,en,P856
471574736,2017-04-01T06:55:42Z,en,,,update,en,P856
472040037,2017-04-02T19:50:53Z,de,,,update,de,P856
472815008,2017-04-07T11:27:07Z,,,de,add,de,P856
473252792,2017-04-08T21:15:34Z,,en,,remove,en,P856
473252797,2017-04-08T21:15:35Z,,es,,remove,es,P856
476386728,2017-04-18T20:04:28Z,en,en,en,uptdate,en,P856
477940933,2017-04-24T13:55:54Z,az,,,update,az,P856
477940951,2017-04-24T13:55:56Z,,az,,add,az,P856
477940961,2017-04-24T13:55:58Z,,,az,add,az,P856
480979958,2017-05-03T11:51:28Z,,,en,update,en,P856
482589186,2017-05-06T15:02:02Z,,,bn,add,bn,P856
482589297,2017-05-06T15:02:28Z,,bn,,add,bn,P856
482867293,2017-05-07T08:40:09Z,hr,,,update,hr,P856
482867401,2017-05-07T08:40:38Z,,hr,,update,hr,P856
484794880,2017-05-12T11:00:47Z,,,en,add,en,P856
487036990,2017-05-17T19:47:55Z,,en,,update,en,P856
487145288,2017-05-18T14:59:26Z,ky,,,add,ky,P856
487145293,2017-05-18T14:59:26Z,,ky,,add,ky,P856
487145371,2017-05-18T14:59:56Z,,ky,,update,ky,P856
488103652,2017-05-21T21:37:29Z,en,en,en,uptdate,en,P856
488137651,2017-05-22T02:35:58Z,ia,,,add,ia,P856
488137653,2017-05-22T02:35:59Z,,,ia,add,ia,P856
492163218,2017-05-29T19:51:29Z,sq,,,update,sq,P856
492163456,2017-05-29T19:51:50Z,,,sq,update,sq,P856
493895124,2017-06-03T04:22:58Z,en,en,en,uptdate,en,P856
493896255,2017-06-03T04:27:08Z,,,en,update,en,P856
493899935,2017-06-03T04:40:06Z,en,en,en,uptdate,en,P856
498778384,2017-06-10T10:21:58Z,ur,,,add,ur,P856
500891814,2017-06-14T19:22:25Z,ja,,,update,ja,P856
505198584,2017-06-23T08:41:40Z,,,ar,add,ar,P856
505198924,2017-06-23T08:42:20Z,,,en,update,en,P856
505199474,2017-06-23T08:43:22Z,,,ar,add,ar,P856
505200302,2017-06-23T08:44:52Z,,,en,update,en,P856
506074751,2017-06-24T15:42:12Z,,,ar,add,ar,P856
512630141,2017-07-03T14:47:17Z,tg-cyrl,,,add,tg-cyrl,P856
521766028,2017-07-16T23:21:19Z,af,,,add,af,P856
521766050,2017-07-16T23:21:20Z,,af,,add,af,P856
521766067,2017-07-16T23:21:21Z,,,af,add,af,P856
521773084,2017-07-16T23:26:37Z,,,af,add,af,P856
521773308,2017-07-16T23:26:47Z,,,af,add,af,P856
525210642,2017-07-24T07:05:25Z,en,en,en,uptdate,en,P856
525210796,2017-07-24T07:07:09Z,en,en,en,uptdate,en,P856
534162092,2017-08-08T18:31:38Z,,en,,update,en,P856
536818547,2017-08-13T06:17:17Z,or,,,update,or,P856
536819156,2017-08-13T06:18:59Z,,or,,add,or,P856
536964646,2017-08-13T12:35:35Z,,en,,update,en,P856
536993063,2017-08-13T13:22:30Z,,en,,update,en,P856
547995631,2017-08-28T12:29:56Z,,zh,,update,zh,P856
547995645,2017-08-28T12:29:57Z,,zh-cn,,update,zh-cn,P856
547995657,2017-08-28T12:29:58Z,,,zh-cn,add,zh-cn,P856
558970653,2017-09-14T21:03:59Z,,,sl,add,sl,P856
559087733,2017-09-15T00:28:44Z,,ro,,update,ro,P856
559087832,2017-09-15T00:28:54Z,,ro,,update,ro,P856
559264185,2017-09-15T07:02:59Z,pa,,,add,pa,P856
559264199,2017-09-15T07:03:00Z,,,pa,add,pa,P856
562268421,2017-09-19T21:33:32Z,sv,,,update,sv,P856
562268424,2017-09-19T21:33:32Z,,sv,,update,sv,P856
562268438,2017-09-19T21:33:34Z,,,sv,update,sv,P856
566030750,2017-09-25T20:02:52Z,en,,,update,en,P856
566030762,2017-09-25T20:02:53Z,es,,,update,es,P856
572152552,2017-10-04T12:01:20Z,mai,,,add,mai,P856
579874839,2017-10-17T20:56:53Z,,,en,update,en,P856
587534567,2017-11-01T19:18:17Z,ro,,,update,ro,P856
587534571,2017-11-01T19:18:18Z,,,ro,add,ro,P856
589658545,2017-11-06T10:48:34Z,lb,,,update,lb,P856
591702745,2017-11-10T15:55:38Z,tr,,,update,tr,P856
597544479,2017-11-23T12:39:03Z,arz,,,add,arz,P856
597957383,2017-11-24T12:15:35Z,,ur,,add,ur,P856
597957394,2017-11-24T12:15:36Z,,,ur,add,ur,P856
604442097,2017-12-05T22:21:06Z,pt,,,update,pt,P856
608223625,2017-12-14T01:44:46Z,ka,,,update,ka,P856
608223630,2017-12-14T01:44:47Z,,,ka,add,ka,P856
610128941,2017-12-17T04:19:06Z,,,sl,remove,sl,P856
613803930,2017-12-25T21:47:14Z,,,nl,add,nl,P856
614011858,2017-12-26T09:56:50Z,si,,,add,si,P856
614011863,2017-12-26T09:56:51Z,,,si,add,si,P856
625535933,2018-02-01T15:57:08Z,bs,,,update,bs,P856
637814791,2018-02-24T10:56:01Z,ka,,,update,ka,P856
637814794,2018-02-24T10:56:02Z,,ka,,add,ka,P856
637814798,2018-02-24T10:56:02Z,,,ka,add,ka,P856
638844581,2018-02-26T01:07:00Z,ky,,,update,ky,P856
641002765,2018-02-28T20:33:47Z,,uk,,update,uk,P856
650790070,2018-03-16T22:46:59Z,,,fa,add,fa,P856
651160490,2018-03-17T10:38:24Z,,en,,update,en,P856
651162019,2018-03-17T10:40:43Z,,en,,update,en,P856
654939453,2018-03-22T21:08:16Z,,fr,,update,fr,P856
656796400,2018-03-26T03:13:21Z,ml,,,update,ml,P856
656796401,2018-03-26T03:13:22Z,,ml,,add,ml,P856
660252556,2018-04-02T23:52:25Z,,en,,update,en,P856
662095211,2018-04-06T18:54:37Z,,,en,update,en,P856
662095727,2018-04-06T18:55:55Z,,,en,update,en,P856
662096742,2018-04-06T18:58:39Z,,,en,update,en,P856
665302713,2018-04-14T09:23:26Z,,en,,update,en,P856
666276631,2018-04-17T09:43:38Z,,,ca,add,ca,P856
667770501,2018-04-21T17:44:20Z,tt,,,update,tt,P856
667770504,2018-04-21T17:44:21Z,tt-cyrl,,,add,tt-cyrl,P856
